"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2020-06",,,,"9","7",,,,,,,,,,,"0.65",,,,"2.78",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2020-07",,,,"15","9",,,,,,,,,,,"2.33",,,,"5.46",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2020-08",,,,"16","10",,,,,,,,,,,"1.37",,,,"4.68",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2020-09",,,,"8","4",,,,,,,,,,,"1.61",,,,"2.44",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2020-10",,,,"13","8",,,,,,,,,,,"2.05",,,,"5.59",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2020-11",,,,"11","7",,,,,,,,,,,"1.25",,,,"3.14",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2020-12",,,,"10","8",,,,,,,,,,,"1.26",,,,"5.30",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2021-01",,,,"6","5",,"0",,,,,,,,"0.8","1.34",,,,"2.47","1.1",,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2021-02",,,,"12","8",,"6",,,,,,,,"20.5","2.29",,,,"5.65","40.3",,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2021-03",,,,"7","4",,,,,,,,,,,"0.80",,,,"2.72",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2021-04",,,,"11","6",,,,,,,,,,,"0.91",,,,"3.06",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2021-05",,,,"9","7",,,,,,,,,,,"1.56",,,,"5.59",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2021-06",,,,"13","7",,,,,,,,,,,"1.22",,,,"3.65",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2021-07",,,,"16","13",,,,,,,,,,,"3.37",,,,"8.72",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2021-09",,,,"12","6",,,,,,,,,,,"7.17",,,,"10.26",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2021-10",,,,"10","8",,,,,,,,,,,"2.21",,,,"6.39",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2021-11",,,,"7","4",,,,,,,,,,,"0.71",,,,"1.39",,,,,,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2021-12",,,,"19","6",,,,,,,,,,,"0.20",,,,"1.41",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-01","12.5","0","0","10","4","0","1","0","16","0","0","0","19","0","1.6","0.89","68","2505","815","1.94","1.9","38.7","45.4","32.0","320","310","42.9","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-02","11.9","0","0","12","8","0","0","0","13","1","0","0","14","0","0.0","1.00","55","3248","743","3.41","0.0","39.4","46.2","32.6","250","250","49.0","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-03","12.5","0","0","12","6","0","0","0","3","0","2","0","25","0","0.0","1.28","73","3822","575","3.76","0.0","46.5","54.0","38.9","340","260","36.0","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-04","14.3","0","0","13","8","0","0","0","0","0","0","0","34","0","0.0","1.14","66","4315","493","3.29","0.0","48.6","55.9","41.3","170","170","42.9","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-05","11.6","13","13","12","4","0","0","0","0","0","13","0","34","0","0.0","0.52","83","4538","223","1.34","0.0","58.2","67.1","49.3","270","260","36.0","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06","10.1","213","201","8","7","0","0","0","0","0","30","0","51","0","0.0","0.79","89","4545","7","3.17","0.0","71.5","80.0","62.9","220","220","32.0","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07","9.8","656","443","11","6","0","0","0","0","0","31","10","65","0","0.0","2.33","97","0","0","5.16","0.0","79.3","86.4","72.2","290","300","40.9","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08","9.8","1005","349","14","8","0","0","0","0","0","31","2","60","0","0.0","0.69","92","0","0","2.82","0.0","76.3","83.1","69.5","150","160","53.9","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09","9.8","1141","136","9","5","0","0","0","0","0","27","0","46","0","0.0","1.36","88","35","35","2.86","0.0","68.4","75.8","60.9","180","190","38.0","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10","9.8","1147","6","13","8","0","0","0","1","0","8","0","32","0","0.0","1.54","78","252","217","4.98","0.0","58.2","64.9","51.5","20","20","29.1","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-11","11.6","1147","0","9","8","0","0","0","2","0","3","0","26","0","0.0","1.14","74","676","423","4.65","0.0","50.9","59.4","42.4","270","280","47.0","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-12","13.2","1147","0","10","8","7","2","0","15","3","0","0","18","7","3.8","1.13","61","1497","821","3.54","7.2","38.5","44.7","32.3","150","150","44.1","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-01","12.8","0","0","9","5","0","0","0","22","2","0","0","15","0","0.7","0.88","53","2433","936","2.28","0.9","34.8","41.1","28.5","320","310","45.0","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02","12.5","0","0","13","8","24","4","0","23","5","0","0","17","13","11.9","1.32","52","3322","889","4.78","26.4","33.2","38.3","28.2","40","30","40.9","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03","13.2","0","0","8","5","0","0","0","12","0","2","0","22","0","0.0","0.79","81","3973","651","3.08","0.0","44.0","52.7","35.3","310","330","46.1","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04","11.9","0","0","11","5","0","0","0","2","0","3","0","29","0","0.0","0.82","73","4365","392","2.68","0.0","51.9","60.5","43.3","300","310","40.9","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05","11.2","48","48","11","7","0","0","0","0","0","17","2","42","0","0.0","1.08","94","4530","165","4.52","0.0","61.2","70.4","52.1","310","320","36.9","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06","10.5","245","196","7","4","0","0","0","0","0","29","3","52","0","0.0","0.57","91","4534","4","1.57","0.0","71.4","79.8","63.0","270","270","30.0","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07","9.4","581","336","15","10","0","0","0","0","0","30","1","59","0","0.0","1.10","90","1","1","5.90","0.0","75.8","83.0","68.6","330","330","40.0","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08","9.2","950","369","10","6","0","0","0","0","0","31","4","62","0","0.0","2.26","93","1","0","7.38","0.0","76.9","83.4","70.5","300","270","25.9","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09","11.0","1129","178","8","6","0","0","0","0","0","29","0","54","0","0.0","2.56","87","8","7","4.55","0.0","70.7","78.0","63.5","150","150","33.1","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10","11.0","1162","33","11","7","0","0","0","0","0","17","0","47","0","0.0","3.24","80","102","94","4.37","0.0","63.0","69.9","56.2","80","90","36.9","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11","11.2","1162","0","8","3","0","0","0","3","0","0","0","30","0","0.0","0.21","69","663","561","0.67","0.0","46.3","54.2","38.4","270","270","40.0","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12","10.7","1162","0","14","5","0","0","0","7","0","0","0","24","0","0.2","0.54","61","1333","670","1.71","0.2","43.4","49.3","37.5","280","290","42.9","55"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-01",,,,"10","5",,"0",,,,,,,,"0.0","1.02",,,,"2.50","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-02",,,,"15","9",,,,,,,,,,,"0.52",,,,"2.52",,,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-03",,,,"16","10","0","0",,,,,,,"0","0.0","0.90",,,,"4.29","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-04",,,,"15","7","0","0",,,,,,,"0","0.0","2.10",,,,"4.65","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-05",,,,"11","5","0","0",,,,,,,"0","0.0","0.93",,,,"3.37","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-06",,,,"11","7","0","0",,,,,,,"0","0.0","0.77",,,,"2.05","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-07",,,,"13","7","0","0",,,,,,,"0","0.0","2.70",,,,"5.01","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-08",,,,"15","11","0","0",,,,,,,"0","0.0","2.00",,,,"6.43","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-09",,,,"8","6","0","0",,,,,,,"0","0.0","2.05",,,,"4.09","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-10",,,,"17","7","0","0",,,,,,,"0","0.0","1.88",,,,"4.02","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-11",,,,"9","7",,,,,,,,,,,"0.96",,,,"3.54",,,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2020-12",,,,"11","6",,,,,,,,,,,"2.77",,,,"7.25",,,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-01",,,,"7","4",,,,,,,,,,,"0.99",,,,"1.96",,,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-02",,,,"11","7",,,,,,,,,,,"0.79",,,,"5.07",,,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-03",,,,"13","4",,"0",,,,,,,,"0.0","0.81",,,,"2.70","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-04",,,,"13","8","0","0",,,,,,,"0","0.0","0.69",,,,"3.36","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-05",,,,"10","9","0","0",,,,,,,"0","0.0","1.68",,,,"5.33","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-06",,,,"12","7","0","0",,,,,,,"0","0.0","0.50",,,,"1.83","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-07",,,,"15","11","0","0",,,,,,,"0","0.0","2.12",,,,"8.39","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-08",,,,"12","7","0","0",,,,,,,"0","0.0","6.26",,,,"9.24","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-09",,,,"13","5","0","0",,,,,,,"0","0.0","4.62",,,,"6.66","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-10",,,,"8","5","0","0",,,,,,,"0","0.0","3.24",,,,"6.81","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-11",,,,"10","4","0","0",,,,,,,"0","0.0","0.58",,,,"1.58","0.0",,,,,,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2021-12",,,,"18","8",,"0",,,,,,,,"0.0","0.47",,,,"2.16","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2020-01",,,,"8","3","1","1",,,,,,,"2","2.0","1.55",,,,"2.56","2.5",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2020-02",,,,"10","8","0","0",,,,,,,"0","0.0","0.68",,,,"2.83","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2020-03",,,,"13","9","0","0",,,,,,,"0","0.0","0.99",,,,"3.42","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2020-04",,,,"12","9","0","0",,,,,,,"0","0.0","2.13",,,,"5.02","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2020-05",,,,"10","5","0","0",,,,,,,"0","0.0","0.59",,,,"2.11","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2020-08",,,,"15","11","0","0",,,,,,,"0","0.0","1.56",,,,"5.65","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2020-09",,,,"8","6","0","0",,,,,,,"0","0.0","2.63",,,,"5.52","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2020-10",,,,"13","7","0","0",,,,,,,"0","0.0","1.92",,,,"5.02","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2020-11",,,,"9","7","0","0",,,,,,,"0","0.0","0.76",,,,"2.68","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2020-12",,,,"12","7",,"1",,,,,,,,"6.2","2.28",,,,"6.24","6.2",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-01",,,,"6","5","0","1",,,,,,,"0","1.3","1.30",,,,"2.79","2.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-02",,,,"15","10",,"7",,,,,,,,"10.0","1.75",,,,"5.24","33.2",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-03",,,,"5","4","2","0",,,,,,,"4","0.0","1.29",,,,"3.49","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-04",,,,"14","5","0","0",,,,,,,"0","0.0","0.67",,,,"2.39","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-05",,,,"9","8","0","0",,,,,,,"0","0.0","1.76",,,,"4.94","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-06",,,,"13","7","0","0",,,,,,,"0","0.0","1.65",,,,"3.77","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-07",,,,"18","13","0","0",,,,,,,"0","0.0","1.68",,,,"7.07","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-08",,,,"12","7","0","0",,,,,,,"0","0.0","3.23",,,,"6.13","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-09",,,,"8","5","0","0",,,,,,,"0","0.0","6.30",,,,"8.72","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-10",,,,"14","9","0","0",,,,,,,"0","0.0","3.20",,,,"7.16","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-11",,,,"7","2",,"0",,,,,,,,"0.0","0.45",,,,"0.95","0.0",,,,,,,
"US1NJMS0059","MADISON 0.8 WSW, NJ US","2021-12",,,,"17","8","0","0",,,,,,,"1","0.6","0.39",,,,"1.81","0.6",,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2020-01",,,,"7","2",,,,,,,,,,,"1.64",,,,"2.48",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2020-02",,,,"15","8",,,,,,,,,,,"0.54",,,,"2.79",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2020-03",,,,"16","7",,,,,,,,,,,"0.95",,,,"3.58",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2020-04",,,,"20","10",,,,,,,,,,,"1.69",,,,"4.50",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2020-05",,,,"12","5",,,,,,,,,,,"0.62",,,,"2.35",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2020-06",,,,,,,,,,,,,,,,,,,,"2.49",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2020-07",,,,"15","7",,,,,,,,,,,"3.15",,,,"5.45",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2020-08",,,,,,,,,,,,,,,,,,,,"3.22",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2020-09",,,,"10","6",,,,,,,,,,,"2.51",,,,"4.50",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2020-10",,,,"17","9",,,,,,,,,,,"2.11",,,,"5.46",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2020-11",,,,,,,,,,,,,,,,,,,,"2.38",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2021-03",,,,,,,,,,,,,,,,,,,,"2.80",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2021-07",,,,"18","11",,,,,,,,,,,"3.20",,,,"8.35",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2021-10",,,,"15","7",,,,,,,,,,,"3.51",,,,"6.63",,,,,,,,
"US1NJES0041","LIVINGSTON TWP 2.0 NNE, NJ US","2021-12",,,,,,,,,,,,,,,,,,,,"1.65",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2020-01",,,,"8","4",,,,,,,,,,,"1.67",,,,"2.77",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2020-02",,,,"14","7",,,,,,,,,,,"0.52",,,,"2.73",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2020-03",,,,"18","8",,,,,,,,,,,"0.91",,,,"3.52",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2020-04",,,,"17","10",,,,,,,,,,,"1.54",,,,"4.30",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2020-05",,,,"14","6",,,,,,,,,,,"0.80",,,,"2.31",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2020-06",,,,"11","5",,,,,,,,,,,"0.56",,,,"1.86",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2020-07",,,,,,,,,,,,,,,,,,,,"4.48",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2020-08",,,,"15","11",,,,,,,,,,,"0.96",,,,"3.28",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2020-10",,,,"18","8",,,,,,,,,,,"1.82",,,,"4.07",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2020-11",,,,"9","8",,,,,,,,,,,"0.94",,,,"3.14",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2020-12",,,,"11","7",,,,,,,,,,,"2.41",,,,"7.05",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2021-01",,,,"10","4",,,,,,,,,,,"1.59",,,,"2.86",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2021-02",,,,"14","8",,,,,,,,,,,"1.45",,,,"5.00",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2021-03",,,,"6","3",,,,,,,,,,,"1.05",,,,"2.58",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2021-04",,,,,,,,,,,,,,,,,,,,"2.07",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2021-05",,,,"11","7",,,,,,,,,,,"1.68",,,,"4.50",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2021-06",,,,"11","6",,,,,,,,,,,"0.59",,,,"2.13",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2021-09",,,,"10","5",,,,,,,,,,,"5.81",,,,"8.58",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2021-10",,,,"10","8",,,,,,,,,,,"2.29",,,,"5.33",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2021-11",,,,"10","4",,,,,,,,,,,"0.68",,,,"1.34",,,,,,,,
"US1NJES0040","VERONA TWP 0.8 W, NJ US","2021-12",,,,"13","5",,,,,,,,,,,"0.24",,,,"1.40",,,,,,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-01",,"0","0","13","5","0","1","0","18","2","0","0","18","0","1.3","0.90","67","2576","839","2.22","1.6","37.9","45.4","30.4",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-02",,"0","0","15","9","0","0","0","16","1","0","0","14","0","0.0","0.83","64","3327","751","3.37","0.0","39.1","46.7","31.5",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-03",,"0","0","19","6","0","0","0","4","0","3","0","24","0","0.0","1.14","81","3914","587","4.19","0.0","46.1","54.2","37.9",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-04",,"0","0","20","9","0","0","0","2","0","0","0","30","0","0.0","1.03","69","4425","511","4.33","0.0","48.0","57.1","38.9",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-05",,"29","29","15","6","0","0","0","0","0","9","0","34","0","0.0","0.70","86","4674","249","1.94","0.0","57.9","66.6","49.2",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-06",,"240","211","10","6","0","0","0","0","0","28","2","52","0","0.0","1.56","97","4683","9","4.16","0.0","71.7","80.8","62.7",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-07",,"693","453","15","7","0","0","0","0","0","31","13","66","0","0.0","1.63","99","0","0","4.49","0.0","79.6","88.2","71.0",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-08",,"1058","365","19","12","0","0","0","0","0","31","7","62","0","0.0","1.15","94","0","0","4.74","0.0","76.8","85.0","68.5",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-09",,"1213","155","12","5","0","0","0","0","0","26","0","44","0","0.0","2.43","89","38","38","4.83","0.0","68.9","77.5","60.2",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-10",,"1217","4","19","9","0","0","0","1","0","10","0","31","0","0.0","2.11","79","231","192","7.69","0.0","58.5","66.8","50.3",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-11",,"1220","2","12","8","0","0","0","6","0","6","0","24","0","0.0","1.35","76","688","457","3.46","0.0","49.8","59.8","39.8",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2020-12",,"1220","0","13","7","4","1","0","23","3","0","0","20","1","2.3","1.64","63","1542","853","5.89","2.8","37.5","44.9","30.0",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-01",,"0","0","9","5","0","0","0","23","3","0","0","15","0","0.6","0.80","52","2499","957","2.56","0.6","34.1","40.9","27.4",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-02",,"0","0","15","11","24","6","0","25","8","0","0","15","8","6.5","1.24","56","3413","914","6.03","25.0","32.3","38.7","26.0",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-03",,"0","0","7","4","0","0","0","17","0","2","0","22","0","0.0","1.24","83","4117","704","3.40","0.0","42.3","52.4","32.2",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-04",,"4","3","14","8","0","0","0","3","0","6","0","28","0","0.0","1.00","81","4534","416","3.98","0.0","51.2","61.3","41.1",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-05",,"61","58","11","8","0","0","0","0","0","15","2","41","0","0.0","1.19","93","4736","203","4.83","0.0","60.3","71.0","49.6",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-06",,"287","225","12","6","0","0","0","0","0","28","6","49","0","0.0","2.35","96","4745","9","5.37","0.0","72.2","81.9","62.6",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-07",,"650","363","15","9","0","0","0","0","0","30","6","57","0","0.0","2.68","100","2","2","7.72","0.0","76.6","85.7","67.6",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-08",,"1016","366","12","7","0","0","0","0","0","31","10","57","0","0.0","2.52","97","2","0","5.72","0.0","76.8","84.7","68.9",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-09",,"1178","162","14","7","0","0","0","0","0","30","0","53","0","0.0","1.73","89","3","1","4.31","0.0","70.4","79.9","60.8",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-10",,"1206","28","11","7","0","0","0","0","0","17","0","43","0","0.0","1.38","81","116","112","4.07","0.0","62.3","70.7","53.9",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-11",,"1206","0","12","3","0","0","0","10","0","1","0","24","0","0.0","0.22","71","730","614","0.77","0.0","44.5","54.4","34.7",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2021-12",,"1206","0","16","6","0","0","0","14","0","0","0","26","0","0.0","0.33","66","1439","709","1.55","0.0","42.1","49.3","34.9",,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-01",,,,"8","2",,,,,,,,,,,"1.39",,,,"1.89",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-02",,,,"12","7",,,,,,,,,,,"0.54",,,,"2.61",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-03",,,,"14","8",,,,,,,,,,,"1.15",,,,"3.91",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-04",,,,"12","9",,,,,,,,,,,"1.52",,,,"4.32",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-05",,,,"11","5",,,,,,,,,,,"0.74",,,,"2.87",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-06",,,,"10","7",,,,,,,,,,,"1.22",,,,"2.37",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-07",,,,"14","6",,,,,,,,,,,"3.00",,,,"6.61",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-08",,,,"15","11",,,,,,,,,,,"1.92",,,,"6.64",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-09",,,,"8","4",,,,,,,,,,,"1.46",,,,"2.75",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-10",,,,"15","7",,,,,,,,,,,"2.12",,,,"5.55",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-11",,,,"10","7",,,,,,,,,,,"0.98",,,,"2.90",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2020-12",,,,"11","6",,,,,,,,,,,"1.43",,,,"5.60",,,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2021-01",,,,"6","4",,"0",,,,,,,,"0.2","1.51",,,,"2.60","0.2",,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2021-02",,,,"13","8","24","5",,,,,,,"15","9.5","1.63",,,,"4.98","28.9",,,,,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2021-03",,,,"8","4",,"0",,,,,,,,"0.0","0.99",,,,"2.63","0.0",,,,,,,
