Month,Division,Car Class,Total Miles,Number of Failures,Number of Cars,MDBF,12-Month Average MDBF
2024-10-01,A,R142,4897476,23,1025,212934.0,159332
2024-10-01,A,R142A,990110,4,220,247528.0,141228
2024-10-01,B,R143,990110,4,220,247528.0,141228
2024-10-01,B,R160,9001454,39,1662,230807.0,243580
2024-10-01,B,R179,9001454,39,1662,230807.0,243580
2024-10-01,A,R188-CONVERSION,1410511,6,380,235085.0,256355
2024-10-01,A,R188-NEW,439262,0,126,N/A,497073
2024-10-01,B,R46,3202526,53,696,60425.0,45491
2024-10-01,A,R62,1468029,20,315,73401.0,133881
2024-10-01,A,R62A,3827171,55,824,69585.0,72663
2024-10-01,B,R68,2119238,19,425,111539.0,121881
2024-10-01,B,R68A,795559,21,200,37884.0,69172
2024-09-01,A,R142,4411360,32,1025,137855.0,159513
2024-09-01,A,R142A,1015123,9,220,112791.0,135210
2024-09-01,B,R143,972084,11,212,88371.0,206447
2024-09-01,B,R160,7665876,47,1662,163104.0,241873
2024-09-01,B,R179,1180958,7,318,168708.0,244829
2024-09-01,A,R188-CONVERSION,1412492,3,380,470831.0,243791
2024-09-01,A,R188-NEW,433235,0,126,N/A,365967
2024-09-01,B,R46,3005192,70,696,42931.0,44244
2024-09-01,A,R62,1220482,8,315,152560.0,152304
2024-09-01,A,R62A,3653610,55,824,66429.0,74922
2024-09-01,B,R68,2099740,15,425,139983.0,123301
2024-09-01,B,R68A,719456,13,200,55343.0,75912
2024-08-01,A,R142,4675723,37,1025,126371.0,165550
2024-08-01,A,R142A,983828,11,220,89439.0,134290
2024-08-01,B,R143,1014531,7,212,144933.0,244425
2024-08-01,B,R160,7428918,30,1662,247631.0,257191
2024-08-01,B,R179,1308965,4,318,327241.0,251071
2024-08-01,A,R188-CONVERSION,1409653,4,380,352413.0,228920
2024-08-01,A,R188-NEW,461683,1,126,461683.0,346904
2024-08-01,B,R46,3155094,76,700,41514.0,43494
2024-08-01,A,R62,1374744,16,315,85922.0,151529
2024-08-01,A,R62A,3777542,63,824,59961.0,78020
2024-08-01,B,R68,2210639,20,425,110532.0,123718
2024-08-01,B,R68A,829505,10,200,82951.0,77341
2024-07-01,A,R142,4675381,35,1025,133582.0,176620
2024-07-01,A,R142A,1046620,7,220,149517.0,140955
2024-07-01,B,R143,1034532,5,212,206906.0,252072
2024-07-01,B,R160,7488887,26,1662,288034.0,256766
2024-07-01,B,R179,1332245,6,318,222041.0,242489
2024-07-01,A,R188-CONVERSION,1470225,7,380,210032.0,214412
2024-07-01,A,R188-NEW,482587,1,126,482587.0,347382
2024-07-01,B,R46,3268768,105,704,31131.0,43137
2024-07-01,A,R62,1433683,9,315,159298.0,157291
2024-07-01,A,R62A,3633852,57,824,63752.0,83253
2024-07-01,B,R68,2130137,24,425,88756.0,119960
2024-07-01,B,R68A,859540,10,200,85954.0,75809
2024-06-01,A,R142,4567726,35,1025,130506.0,179431
2024-06-01,A,R142A,961719,7,220,137388.0,138135
2024-06-01,B,R143,911594,7,212,130228.0,237684
2024-06-01,B,R160,7201094,33,1662,218215.0,251821
2024-06-01,B,R179,1423003,4,318,355751.0,224227
2024-06-01,A,R188-CONVERSION,1387089,5,380,277418.0,213730
2024-06-01,A,R188-NEW,357803,1,126,357803.0,319839
2024-06-01,B,R46,3089942,66,704,46817.0,44183
2024-06-01,A,R62,1344941,14,315,96067.0,153746
2024-06-01,A,R62A,3507341,47,824,74624.0,87300
2024-06-01,B,R68,2001166,17,425,117716.0,123252
2024-06-01,B,R68A,746762,9,200,82974.0,74602
2024-05-01,A,R142,4865643,27,1025,180209.0,187239
2024-05-01,A,R142A,1051988,9,220,116888.0,141930
2024-05-01,B,R143,900650,6,212,150108.0,267030
2024-05-01,B,R160,7585001,30,1662,252833.0,261009
2024-05-01,B,R179,1402144,7,318,200306.0,201916
2024-05-01,A,R188-CONVERSION,1383259,8,380,172907.0,225851
2024-05-01,A,R188-NEW,502074,0,126,237768.0,347405
2024-05-01,B,R46,3444567,66,744,52190.0,43294
2024-05-01,A,R62,1372037,12,315,114336.0,160565
2024-05-01,A,R62A,3758601,55,824,68338.0,91230
2024-05-01,B,R68,2113626,10,425,211363.0,123067
2024-05-01,B,R68A,808341,10,200,80834.0,76500
2024-04-01,A,R142,4598228,23,1025,199923.0,184883
2024-04-01,A,R142A,975426,4,220,243857.0,143766
2024-04-01,B,R143,916828,6,212,152805.0,305881
2024-04-01,B,R160,7479957,23,1662,325216.0,261533
2024-04-01,B,R179,1472753,8,318,184094.0,208808
2024-04-01,A,R188-CONVERSION,1348427,5,380,269685.0,237407
2024-04-01,A,R188-NEW,475536,2,126,237768.0,323120
2024-04-01,B,R46,3504902,64,746,54764.0,43445
2024-04-01,A,R62,1307025,9,315,145225.0,168676
2024-04-01,A,R62A,3763369,48,824,78404.0,94495
2024-04-01,B,R68,2026785,16,425,126674.0,119722
2024-04-01,B,R68A,788656,15,200,52577.0,71994
2024-03-01,A,R142,4749810,28,1025,169636.0,180040
2024-03-01,A,R142A,957311,9,220,106368.0,138779
2024-03-01,B,R143,932367,2,212,466184.0,322330
2024-03-01,B,R160,7892291,41,1662,192495.0,254025
2024-03-01,B,R179,1186784,2,318,593392.0,217201
2024-03-01,A,R188-CONVERSION,1362541,2,380,681271.0,234326
2024-03-01,A,R188-NEW,436827,2,126,218414.0,304222
2024-03-01,B,R46,3525269,76,746,46385.0,43482
2024-03-01,A,R62,1368151,3,315,456050.0,170158
2024-03-01,A,R62A,3652105,52,824,70233.0,99303
2024-03-01,B,R68,2007453,15,425,133830.0,119405
2024-03-01,B,R68A,784884,6,200,130814.0,74191
2024-02-01,A,R142,4451596,30,1025,148387.0,182763
2024-02-01,A,R142A,918635,7,220,131234.0,150636
2024-02-01,B,R143,893456,1,212,893456.0,330259
2024-02-01,B,R160,6807349,28,1662,243120.0,259263
2024-02-01,B,R179,1151088,6,318,191848.0,209451
2024-02-01,A,R188-CONVERSION,1320157,6,380,220026.0,225371
2024-02-01,A,R188-NEW,459185,0,126,N/A,343057
2024-02-01,B,R46,3344276,68,746,49181.0,43744
2024-02-01,A,R62,1181898,10,315,118190.0,164574
2024-02-01,A,R62A,3481760,42,824,82899.0,105970
2024-02-01,B,R68,1860097,19,425,97900.0,117562
2024-02-01,B,R68A,745394,15,200,49693.0,67412
2024-01-01,A,R142,4770523,21,1025,227168.0,181105
2024-01-01,A,R142A,958015,7,220,136859.0,156716
2024-01-01,B,R143,972816,0,212,N/A,338775
2024-01-01,B,R160,7780229,30,1662,259341.0,256604
2024-01-01,B,R179,1260491,6,318,210082.0,217393
2024-01-01,A,R188-CONVERSION,1224931,7,380,174990.0,226718
2024-01-01,A,R188-NEW,407777,2,126,203889.0,338078
2024-01-01,B,R46,3589267,87,746,41256.0,44094
2024-01-01,A,R62,1374426,6,315,229071.0,171285
2024-01-01,A,R62A,3647741,54,824,67551.0,110066
2024-01-01,B,R68,2073139,11,425,188467.0,121109
2024-01-01,B,R68A,782858,7,200,111837.0,68552
2023-12-01,A,R142,4670002,24,1025,194583.0,179387
2023-12-01,A,R142A,1001194,8,220,125149.0,166495
2023-12-01,B,R143,964368,7,212,137767.0,275435
2023-12-01,B,R160,7096486,20,1662,354824.0,252499
2023-12-01,B,R179,1120129,6,318,186688.0,227448
2023-12-01,A,R188-CONVERSION,1363819,7,380,194831.0,246738
2023-12-01,A,R188-NEW,456711,1,126,455456.0,324223
2023-12-01,B,R46,3568480,69,746,51717.0,44462
2023-12-01,A,R62,1334127,8,315,166766.0,163278
2023-12-01,A,R62A,3617034,35,824,103344.0,117421
2023-12-01,B,R68,1944907,18,425,108050.0,118823
2023-12-01,B,R68A,785277,9,200,87253.0,65819
2023-11-01,A,R142,4751562,37,1025,128421.0,177182
2023-11-01,A,R142A,1003199,2,220,501600.0,173587
2023-11-01,B,R143,911255,2,212,455628.0,290076
2023-11-01,B,R160,7184213,25,1662,287369.0,253475
2023-11-01,B,R179,1243468,3,318,414489.0,231870
2023-11-01,A,R188-CONVERSION,1313617,4,380,328404.0,234121
2023-11-01,A,R188-NEW,455456,1,126,455456.0,324223
2023-11-01,B,R46,3516122,84,746,41859.0,43506
2023-11-01,A,R62,1286216,5,315,257243.0,159263
2023-11-01,A,R62A,3568533,41,824,87037.0,119360
2023-11-01,B,R68,2033099,18,425,112950.0,119056
2023-11-01,B,R68A,761176,11,200,69198.0,66597
2023-10-01,A,R142,4642062,21,1025,221051.0,179829
2023-10-01,A,R142A,1025462,8,220,128183.0,166586
2023-10-01,B,R143,930086,1,212,930086.0,280071
2023-10-01,B,R160,7398852,35,1662,211396.0,251756
2023-10-01,B,R179,1342216,4,318,335554.0,238739
2023-10-01,A,R188-CONVERSION,1337786,9,380,148643.0,231330
2023-10-01,A,R188-NEW,460964,4,126,115241.0,305369
2023-10-01,B,R46,3604469,87,746,41431.0,44175
2023-10-01,A,R62,1394240,5,315,278848.0,155999
2023-10-01,A,R62A,3693133,35,824,105518.0,123188
2023-10-01,B,R68,2036026,16,425,127252.0,122800
2023-10-01,B,R68A,801255,9,200,89028.0,67803
2023-09-01,A,R142,4537563,20,1025,226878.0,179710
2023-09-01,A,R142A,934132,9,220,103792.0,156080
2023-09-01,B,R143,861088,2,212,430544.0,272543
2023-09-01,B,R160,6873168,22,1662,312417.0,258143
2023-09-01,B,R179,1323089,6,318,220515.0,241515
2023-09-01,A,R188-CONVERSION,1331792,7,380,190256.0,246172
2023-09-01,A,R188-NEW,494200,1,126,494200.0,323696
2023-09-01,B,R46,3360615,94,746,35751.0,44871
2023-09-01,A,R62,1290578,9,315,143398.0,152075
2023-09-01,A,R62A,3434096,29,824,118417.0,124135
2023-09-01,B,R68,1935456,13,425,148881.0,120847
2023-09-01,B,R68A,741991,11,200,67454.0,68456
2023-08-01,A,R142,4885195,17,1025,287364.0,178310
2023-08-01,A,R142A,1006506,7,220,143787.0,170853
2023-08-01,B,R143,862145,5,212,172429.0,273150
2023-08-01,B,R160,7540098,31,1662,243229.0,264423
2023-08-01,B,R179,1504383,7,318,214912.0,240914
2023-08-01,A,R188-CONVERSION,1451651,9,380,161295.0,251091
2023-08-01,A,R188-NEW,469321,1,126,469321.0,306099
2023-08-01,B,R46,3853741,100,746,38537.0,45878
2023-08-01,A,R62,1356401,12,315,113033.0,150104
2023-08-01,A,R62A,3783891,28,824,135139.0,121153
2023-08-01,B,R68,1950166,24,425,81257.0,120063
2023-08-01,B,R68A,870028,13,200,66925.0,71219
2023-07-01,A,R142,4671902,30,1025,155730.0,175695
2023-07-01,A,R142A,947906,8,220,118488.0,175769
2023-07-01,B,R143,876821,7,212,125260.0,272352
2023-07-01,B,R160,7298524,32,1662,228079.0,271769
2023-07-01,B,R179,1490574,12,318,124215.0,252967
2023-07-01,A,R188-CONVERSION,1418404,7,380,202629.0,237411
2023-07-01,A,R188-NEW,461416,2,126,230708.0,307385
2023-07-01,B,R46,3748460,93,746,40306.0,46963
2023-07-01,A,R62,1379552,11,315,125414.0,149361
2023-07-01,A,R62A,3567660,32,824,111489.0,119681
2023-07-01,B,R68,1929034,17,425,113473.0,124256
2023-07-01,B,R68A,783291,11,200,71208.0,76243
2023-06-01,A,R142,4764830,23,1025,207167.0,180602
2023-06-01,A,R142A,1000410,5,220,200082.0,180220
2023-06-01,B,R143,926353,2,212,463177.0,259969
2023-06-01,B,R160,7284866,21,1662,346898.0,282784
2023-06-01,B,R179,1454279,12,318,121190.0,284998
2023-06-01,A,R188-CONVERSION,1404922,1,380,1404922.0,244783
2023-06-01,A,R188-NEW,479007,0,126,N/A,324269
2023-06-01,B,R46,3801165,102,746,37266.0,47251
2023-06-01,A,R62,1411845,10,315,141185.0,150199
2023-06-01,A,R62A,3639926,27,824,134812.0,122501
2023-06-01,B,R68,1965245,17,425,115603.0,125717
2023-06-01,B,R68A,832841,7,200,118977.0,81429
2023-05-01,A,R142,4896134,31,1025,157940.0,179932
2023-05-01,A,R142A,1060607,8,220,132576.0,182350
2023-05-01,B,R143,964125,1,212,964125.0,223012
2023-05-01,B,R160,7500596,29,1662,258641.0,277168
2023-05-01,B,R179,1528953,5,318,305791.0,326621
2023-05-01,A,R188-CONVERSION,1503069,5,380,300614.0,241159
2023-05-01,A,R188-NEW,436640,1,126,436640.0,321932
2023-05-01,B,R46,3897421,73,746,53389.0,49257
2023-05-01,A,R62,1339734,7,315,191391.0,148667
2023-05-01,A,R62A,3713076,38,824,97713.0,126513
2023-05-01,B,R68,2063246,15,425,137550.0,124842
2023-05-01,B,R68A,753591,17,200,44329.0,84156
2023-04-01,A,R142,4561231,31,1025,147136.0,186581
2023-04-01,A,R142A,982867,7,220,140410.0,183920
2023-04-01,B,R143,864335,4,212,216084.0,207917
2023-04-01,B,R160,7235956,32,1662,226124.0,277411
2023-04-01,B,R179,1467443,5,318,293489.0,326486
2023-04-01,A,R188-CONVERSION,1370161,6,380,228360.0,226244
2023-04-01,A,R188-NEW,458499,3,126,152833.0,305501
2023-04-01,B,R46,3716381,68,746,54653.0,49668
2023-04-01,A,R62,1277721,8,315,159715.0,150787
2023-04-01,A,R62A,3596300,24,824,149846.0,131848
2023-04-01,B,R68,1963678,16,425,122730.0,125784
2023-04-01,B,R68A,705500,10,200,70550.0,92418
2023-03-01,A,R142,4871073,24,1025,202961.375,194918.52777777775
2023-03-01,A,R142A,1061274,3,220,353758.0,193107.44444444444
2023-03-01,B,R143,871707,1,212,871707.0,211891.96
2023-03-01,B,R160,7630422,33,1662,231224.90909090912,281446.1368078176
2023-03-01,B,R179,1451038,6,318,241839.6666666667,326423.38181818184
2023-03-01,A,R188-CONVERSION,1411806,5,380,282361.2,209604.475
2023-03-01,A,R188-NEW,449734,0,126,N/A,320321.0588235294
2023-03-01,B,R46,4093099,83,746,49314.44578313253,49170.56201975851
2023-03-01,A,R62,1336898,6,315,222816.3333333333,146925.30693069307
2023-03-01,A,R62A,3916660,27,824,145061.4814814815,137108.42331288345
2023-03-01,B,R68,2110918,19,425,111100.94736842105,123304.59067357512
2023-03-01,B,R68A,807001,19,200,42473.73684210527,96772.39393939395
2023-02-01,A,R142,4301516,32,1025,134422.375,196625.24475524476
2023-02-01,A,R142A,928860,4,220,232215.0,181403.56716417908
2023-02-01,B,R143,835707,0,212,N/A,207037.4117647059
2023-02-01,B,R160,6678562,31,1662,215437.48387096776,285652.05629139073
2023-02-01,B,R179,1335767,4,318,333941.75,327118.2363636364
2023-02-01,A,R188-CONVERSION,1191714,5,380,238343.0,199151
2023-02-01,A,R188-NEW,379525,0,126,N/A,268980
2023-02-01,B,R46,3609770,66,746,54693.48484848485,50026.22359550562
2023-02-01,A,R62,1147749,6,315,191291.5,143874.84466019418
2023-02-01,A,R62A,3408161,26,824,131083.11538461538,137481.83384615384
2023-02-01,B,R68,1853485,13,425,142575.76923076925,121504.9693877551
2023-02-01,B,R68A,698311,12,200,58192.58333333333,108001.31460674158
2023-01-01,A,R142,4953922,25,1025,198156.88,203764.62681159424
2023-01-01,A,R142A,1035209,3,220,345069.6666666666,175251.2463768116
2023-01-01,B,R143,873968,7,212,124852.57142857143,182515.28070175438
2023-01-01,B,R160,7642932,35,1662,218369.48571428572,293598.2191780822
2023-01-01,B,R179,1569830,4,318,392457.5,295610.95081967214
2023-01-01,A,R188-CONVERSION,1432719,2,380,716359.5,187413.9111111111
2023-01-01,A,R188-NEW,477527,1,126,477527.0,245363.54545454544
2023-01-01,B,R46,3959062,87,746,45506.45977011495,49557.57126823793
2023-01-01,A,R62,1282888,10,315,128288.8,137300.03703703702
2023-01-01,A,R62A,3859462,31,824,124498.7741935484,140798.91798107256
2023-01-01,B,R68,2098159,15,425,139877.26666666666,124760.5445026178
2023-01-01,B,R68A,806088,13,200,62006.769230769234,114910.15476190476
2022-12-01,A,R142,4861393,29,1025,167634.24137931035,206263.64338235292
2022-12-01,A,R142A,991100,5,220,198220.0,159852.45333333334
2022-12-01,B,R143,955209,5,212,191041.80000000002,179230.70175438598
2022-12-01,B,R160,7434118,20,1662,371705.9,300347.195035461
2022-12-01,B,R179,1447333,6,318,241222.1666666667,274399.7230769231
2022-12-01,A,R188-CONVERSION,1454944,11,380,132267.63636363635,172851.96907216494
2022-12-01,A,R188-NEW,489507,3,126,163169.0,205026.84615384616
2022-12-01,B,R46,3868694,98,746,39476.4693877551,50105.521839080466
2022-12-01,A,R62,1263247,10,315,126324.7,140244.70192307694
2022-12-01,A,R62A,3743674,30,824,124789.13333333335,144444.5
2022-12-01,B,R68,1991736,18,425,110652.0,122490.140625
2022-12-01,B,R68A,829076,8,200,103634.5,125110.1052631579
2022-11-01,A,R142,4699217,32,1025,146850.53125,218027.7421875
2022-11-01,A,R142A,1019854,5,220,203970.80000000002,163726.87671232878
2022-11-01,B,R143,821141,3,212,273713.6666666667,191023.96226415093
2022-11-01,B,R160,7344597,28,1662,262307.03571428574,297431.04593639576
2022-11-01,B,R179,1513057,2,318,756528.5,278091.671875
2022-11-01,A,R188-CONVERSION,1346803,5,380,269360.6,172767.48453608248
2022-11-01,A,R188-NEW,440303,2,126,220151.5,180364.55172413794
2022-11-01,B,R46,3721872,73,746,50984.54794520548,52669.45432399513
2022-11-01,A,R62,1275083,7,315,182154.7142857143,141768.57843137256
2022-11-01,A,R62A,3745415,31,824,120819.83870967742,147684.11073825503
2022-11-01,B,R68,1926079,11,425,175098.0909090909,122330.3612565445
2022-11-01,B,R68A,727831,8,200,90978.875,127292.97260273973
2022-10-01,A,R142,4784470,22,1025,217475.90909090912,229989.4049586777
2022-10-01,A,R142A,1049428,13,220,80725.23076923077,159530.72972972973
2022-10-01,B,R143,916589,2,212,458294.5,185076.54545454547
2022-10-01,B,R160,7304937,26,1662,280959.11538461543,299586.1178571429
2022-10-01,B,R179,1544824,4,318,386206.0,265046.9552238806
2022-10-01,A,R188-CONVERSION,1421701,5,380,284340.2,167936.02
2022-10-01,A,R188-NEW,467161,3,126,155720.33333333334,176818.9655172414
2022-10-01,B,R46,3644853,72,746,50622.95833333333,53474.56806930693
2022-10-01,A,R62,1149996,6,315,191666.0,141934.17647058825
2022-10-01,A,R62A,3783815,33,824,114661.06060606061,149424.7142857143
2022-10-01,B,R68,2019722,19,425,106301.15789473685,121183.84895833334
2022-10-01,B,R68A,822905,8,200,102863.125,138113.44776119402
2022-09-01,A,R142,4451752,22,1025,202352.0,236916
2022-09-01,A,R142A,1046543,3,220,348848.0,164211
2022-09-01,B,R143,884768,2,212,442384.0,166867
2022-09-01,B,R160,7157157,15,1662,477144.0,297525
2022-09-01,B,R179,1520121,7,318,217160.0,263318
2022-09-01,A,R188-CONVERSION,1415186,6,380,235864.0,173907
2022-09-01,A,R188-NEW,501134,2,126,250567.0,186258
2022-09-01,B,R46,3642557,78,746,46699.0,53302
2022-09-01,A,R62,1239637,10,315,123964.0,140485
2022-09-01,A,R62A,3704950,40,824,92624.0,152967
2022-09-01,B,R68,2021047,15,425,134736.0,118826
2022-09-01,B,R68A,764461,6,200,127410.0,148797
2022-08-01,A,R142,4932187,22,1025,224190.0,240935
2022-08-01,A,R142A,1004023,5,220,200805.0,155761
2022-08-01,B,R143,831003,5,212,166201.0,166513
2022-08-01,B,R160,7268661,21,1662,346127.0,284569
2022-08-01,B,R179,1637406,4,318,409352.0,260948
2022-08-01,A,R188-CONVERSION,1484754,13,380,114212.0,180648
2022-08-01,A,R188-NEW,492471,1,126,492471.0,191756
2022-08-01,B,R46,3804067,76,746,50054.0,52879
2022-08-01,A,R62,1279839,12,315,106653.0,148251
2022-08-01,A,R62A,3842370,33,824,116435.0,166544
2022-08-01,B,R68,2039019,18,425,113279.0,112944
2022-08-01,B,R68A,847045,4,200,211761.0,132127
2022-07-01,A,R142,4631152,21,1025,220531.0,243293
2022-07-01,A,R142A,1074784,7,220,153541.0,156097
2022-07-01,B,R143,913816,9,212,101535.0,168056
2022-07-01,B,R160,6897575,18,1662,383199.0,284496
2022-07-01,B,R179,1484814,4,318,371204.0,237536
2022-07-01,A,R188-CONVERSION,1452258,5,380,290452.0,196556
2022-07-01,A,R188-NEW,441057,1,126,441057.0,199218
2022-07-01,B,R46,3649362,85,746,42934.0,53035
2022-07-01,A,R62,1165483,9,315,129498.0,152044
2022-07-01,A,R62A,3636658,24,824,151527.0,170097
2022-07-01,B,R68,1833841,14,425,130989.0,112004
2022-07-01,B,R68A,851135,4,200,212784.0,121484
2022-06-01,A,R142,4554556,23,1025,198024.0,244898
