"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"US1NJHD0018","40.774342","-74.137109","25.6","2023-04",,,,"8","6",,,,,,,,,,,"1.70",,,,"5.13",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-05",,,,"8","3",,,,,,,,,,,"0.75",,,,"1.73",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-06",,,,"13","7",,,,,,,,,,,"0.96",,,,"2.44",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-07",,,,"14","9",,,,,,,,,,,"0.80",,,,"3.70",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-08",,,,"11","10",,,,,,,,,,,"1.38",,,,"6.43",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-09",,,,"13","12",,,,,,,,,,,"2.38",,,,"8.56",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-10",,,,"10","6",,,,,,,,,,,"1.60",,,,"5.34",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-11",,,,"5","4",,,,,,,,,,,"2.07",,,,"3.23",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-12",,,,"10","8",,,,,,,,,,,"2.54",,,,"6.69",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-01",,,,"18","10",,,,,,,,,,,"1.16",,,,"4.83",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-02",,,,"7","5",,,,,,,,,,,"0.47",,,,"1.65",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-03",,,,"11","6",,,,,,,,,,,"2.08",,,,"6.54",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-04",,,,"12","7",,,,,,,,,,,"0.91",,,,"3.03",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-05",,,,"15","11",,,,,,,,,,,"0.87",,,,"4.00",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-06",,,,"6","5",,,,,,,,,,,"0.82",,,,"2.34",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-07",,,,"10","9",,,,,,,,,,,"1.03",,,,"4.08",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-08",,,,"16","14",,,,,,,,,,,"2.42",,,,"10.31",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-09",,,,"5","4",,,,,,,,,,,"0.60",,,,"1.33",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-10",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-11",,,,"7","5",,,,,,,,,,,"1.20",,,,"3.22",,,,,,,,
"US1NJHD0016","40.7913","-74.06028","3.4","2022-04",,,,,,,,,,,,,,,,,,,,"3.20",,,,,,,,
"US1NJHD0016","40.7913","-74.06028","3.4","2022-05",,,,"12","9",,,,,,,,,,,"1.51",,,,"5.72",,,,,,,,
"US1NJHD0016","40.7913","-74.06028","3.4","2022-06",,,,"13","7",,,,,,,,,,,"1.01",,,,"3.94",,,,,,,,
"US1NJHD0016","40.7913","-74.06028","3.4","2022-07",,,,"9","5",,,,,,,,,,,"0.60",,,,"2.17",,,,,,,,
"US1NJHD0016","40.7913","-74.06028","3.4","2022-08",,,,"7","4",,,,,,,,,,,"0.41",,,,"1.12",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2022-02",,,,,,,,,,,,,,,,,,,,"3.19",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2022-04",,,,"13","7",,,,,,,,,,,"3.18",,,,"7.19",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2022-05",,,,,,,,,,,,,,,,,,,,"7.39",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2022-06",,,,"11","7",,,,,,,,,,,"0.97",,,,"3.71",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2022-07",,,,"7","4",,,,,,,,,,,"1.55",,,,"2.93",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2022-08",,,,"6","4",,,,,,,,,,,"0.85",,,,"2.03",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2022-09",,,,"9","7",,,,,,,,,,,"0.98",,,,"2.90",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2022-10",,,,"12","9",,,,,,,,,,,"2.37",,,,"5.78",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2022-11",,,,,,,,,,,,,,,,,,,,"2.61",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2022-12",,,,"9","7",,,,,,,,,,,"1.60",,,,"6.00",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-01",,,,,,,,,,,,,,,,,,,,"5.00",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-02",,,,"7","3",,,,,,,,,,,"0.86",,,,"1.67",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-03",,,,,,,,,,,,,,,,,,,,"3.66",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-04",,,,"11","7",,,,,,,,,,,"2.26",,,,"5.27",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-05",,,,"10","4",,,,,,,,,,,"2.12",,,,"3.39",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-06",,,,"12","6",,,,,,,,,,,"1.74",,,,"3.78",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-07",,,,"14","9",,,,,,,,,,,"1.43",,,,"5.37",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-08",,,,"9","7",,,,,,,,,,,"1.27",,,,"5.03",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-09",,,,"16","14",,,,,,,,,,,"2.92",,,,"10.21",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-10",,,,"11","6",,,,,,,,,,,"0.87",,,,"3.48",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-11",,,,"6","2",,,,,,,,,,,"2.20",,,,"3.78",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-12",,,,"11","8",,,,,,,,,,,"4.51",,,,"10.21",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-01",,,,"13","8",,,,,,,,,,,"3.09",,,,"7.24",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-03",,,,"12","8",,,,,,,,,,,"2.51",,,,"8.74",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-04",,,,"16","5",,,,,,,,,,,"1.51",,,,"4.17",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-05",,,,,,,,,,,,,,,,,,,,"5.08",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-06",,,,"7","5",,,,,,,,,,,"1.02",,,,"2.26",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-07",,,,"9","7",,,,,,,,,,,"0.80",,,,"3.29",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-08",,,,,,,,,,,,,,,,,,,,"11.17",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-09",,,,"8","3",,,,,,,,,,,"0.58",,,,"1.27",,,,,,,,
"US1NJHD0017","40.797","-74.05572","16.5","2022-05",,,,,,,,,,,,,,,,,,,,"5.65",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2022-01",,,,"13","6",,,,,,,,,,,"1.43",,,,"3.41",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2022-02",,,,"9","7",,,,,,,,,,,"0.72",,,,"2.95",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2022-03",,,,"14","5",,,,,,,,,,,"0.51",,,,"1.68",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2022-04",,,,"13","7",,,,,,,,,,,"1.61",,,,"3.06",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2022-05",,,,"16","11",,,,,,,,,,,"1.57",,,,"6.37",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2022-06",,,,"11","6",,,,,,,,,,,"1.09",,,,"3.23",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2022-07",,,,"8","5",,,,,,,,,,,"0.39",,,,"1.42",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2022-08",,,,"7","5",,,,,,,,,,,"1.05",,,,"2.05",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2022-10",,,,"12","7",,,,,,,,,,,"1.96",,,,"5.50",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2022-11",,,,"8","4",,,,,,,,,,,"0.92",,,,"2.24",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2022-12",,,,"10","7",,,,,,,,,,,"1.18",,,,"4.68",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-01",,,,"14","8",,,,,,,,,,,"1.43",,,,"4.37",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-02",,,,"9","4",,,,,,,,,,,"0.51",,,,"1.16",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-03",,,,"15","6",,,,,,,,,,,"1.02",,,,"2.85",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-04",,,,"7","4",,,,,,,,,,,"1.75",,,,"4.75",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-05",,,,"5","2",,,,,,,,,,,"1.78",,,,"2.78",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-06",,,,"12","7",,,,,,,,,,,"1.04",,,,"2.74",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-07",,,,"14","11",,,,,,,,,,,"1.44",,,,"5.30",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-08",,,,"10","10",,,,,,,,,,,"1.16",,,,"5.65",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-09",,,,"15","13",,,,,,,,,,,"1.55",,,,"9.21",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-11",,,,"7","2",,,,,,,,,,,"2.67",,,,"3.89",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-12",,,,"9","7",,,,,,,,,,,"3.03",,,,"5.58",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-01",,,,"18","9",,,,,,,,,,,"1.99",,,,"5.55",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-02",,,,"11","7",,,,,,,,,,,"0.62",,,,"2.08",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-03",,,,"14","9",,,,,,,,,,,"2.54",,,,"8.90",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-04",,,,"13","7",,,,,,,,,,,"1.68",,,,"4.83",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-05",,,,"15","11",,,,,,,,,,,"0.70",,,,"4.02",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-06",,,,"6","3",,,,,,,,,,,"0.74",,,,"1.68",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-07",,,,"10","6",,,,,,,,,,,"1.40",,,,"3.07",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-08",,,,"15","12",,,,,,,,,,,"3.47",,,,"12.13",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-09",,,,"8","4",,,,,,,,,,,"0.37",,,,"1.00",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-10",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-11",,,,"9","7",,,,,,,,,,,"0.95",,,,"3.38",,,,,,,,
"USW00094728","40.77898","-73.96925","42.7","2022-01","6.7","0","0","11","9","6","3","0","26","11","0","0","10","7","7.3","1.16","59","2425","1072","4.29","15.2","30.4","37.1","23.7","50","60","23.9","36"
"USW00094728","40.77898","-73.96925","42.7","2022-02","6.5","0","0","9","8","5","1","0","21","4","0","0","16","6","1.6","0.74","68","3197","773","3.23","2.0","37.4","45.8","29.0","270","280","21.9","40"
"USW00094728","40.77898","-73.96925","42.7","2022-03","6.7","0","0","11","3","0","0","0","10","0","3","0","21","0","0.4","0.93","74","3807","610","2.39","0.4","45.3","53.6","37.1","280","270","29.1","49"
"USW00094728","40.77898","-73.96925","42.7","2022-04","6.5","3","3","13","7","0","0","0","0","0","6","0","38","0","0.0","1.24","79","4178","371","4.53","0.0","52.8","60.5","45.0","60","50","25.1","37"
"USW00094728","40.77898","-73.96925","42.7","2022-05","4.7","78","75","13","10","0","0","0","0","0","21","2","45","0","0.0","0.92","93","4284","105","4.52","0.0","64.0","72.0","56.0","60","240","23.9","43"
"USW00094728","40.77898","-73.96925","42.7","2022-06","4.0","272","193","11","5","0","0","0","0","0","29","1","54","0","0.0","0.83","90","4286","2","2.92","0.0","71.4","79.0","63.8","300","290","18.1","32"
"USW00094728","40.77898","-73.96925","42.7","2022-07","3.8","723","451","8","6","0","0","0","0","0","31","10","65","0","0.0","1.85","95","0","0","4.55","0.0","79.5","87.3","71.8","50","60","19.9","30"
"USW00094728","40.77898","-73.96925","42.7","2022-08","3.6","1167","444","8","7","0","0","0","0","0","31","11","62","0","0.0","0.48","97","0","0","1.71","0.0","79.3","86.9","71.7","60","250","17.0","26"
"USW00094728","40.77898","-73.96925","42.7","2022-09","4.3","1335","168","8","7","0","0","0","0","0","25","1","49","0","0.0","1.11","90","32","32","4.10","0.0","69.5","76.9","62.2","270","280","21.9","44"
"USW00094728","40.77898","-73.96925","42.7","2022-10","4.9","1338","3","11","9","0","0","0","0","0","6","0","42","0","0.0","1.85","76","287","255","5.08","0.0","56.9","63.4","50.4","50","40","23.0","36"
"USW00094728","40.77898","-73.96925","42.7","2022-11","5.4","1349","11","9","5","0","0","0","3","0","5","0","27","0","0.0","0.89","77","720","433","3.15","0.0","50.9","57.2","44.6","300","300","21.9","33"
"USW00094728","40.77898","-73.96925","42.7","2022-12","6.3","1349","0","10","9","0","0","0","14","3","0","0","7","0","0.0","1.83","62","1541","821","5.83","0.0","38.5","44.2","32.8","240","240","29.1","45"
"USW00094728","40.77898","-73.96925","42.7","2023-01","5.8","0","0","15","8","0","0","0","4","0","0","0","28","0","0.0","0.90","66","2209","667","4.39","0.0","43.5","48.7","38.2","280","230","19.9","32"
"USW00094728","40.77898","-73.96925","42.7","2023-02","5.8","0","0","10","5","1","0","0","12","1","1","0","3","2","0.9","0.34","70","2877","668","1.28","2.2","41.1","48.6","33.7","310","210","29.1","68"
"USW00094728","40.77898","-73.96925","42.7","2023-03","6.5","0","0","12","8","1","0","0","4","0","0","0","29","1","0.1","0.99","63","3508","631","3.32","0.1","44.6","51.5","37.8","300","300","23.9","41"
"USW00094728","40.77898","-73.96925","42.7","2023-04","5.1","40","40","7","6","0","0","0","0","0","10","2","37","0","0.0","2.46","91","3769","261","7.70","0.0","57.6","66.3","49.0","60","100","23.0","43"
"USW00094728","40.77898","-73.96925","42.7","2023-05","3.8","83","43","7","2","0","0","0","0","0","22","0","43","0","0.0","0.77","87","3884","115","1.28","0.0","62.7","71.8","53.6","60","60","21.9","30"
"USW00094728","40.77898","-73.96925","42.7","2023-06","3.8","246","163","9","5","0","0","0","0","0","27","1","49","0","0.0","0.51","91","3897","13","1.62","0.0","70.0","77.8","62.3","60","20","18.1","28"
"USW00094728","40.77898","-73.96925","42.7","2023-07","2.7","682","436","12","10","0","0","0","0","0","31","5","66","0","0.0","1.32","93","0","0","5.33","0.0","79.1","86.4","71.7","100","240","28.0","41"
"USW00094728","40.77898","-73.96925","42.7","2023-08","3.8","992","310","12","10","0","0","0","0","0","31","0","63","0","0.0","1.33","88","0","0","6.57","0.0","75.0","81.7","68.3","290","210","18.1","30"
"USW00094728","40.77898","-73.96925","42.7","2023-09","4.7","1165","173","14","12","0","0","0","0","0","20","4","50","0","0.0","5.48","93","41","41","14.25","0.0","69.4","75.7","63.1","60","40","23.0","37"
"USW00094728","40.77898","-73.96925","42.7","2023-10","3.8","1209","43","9","7","0","0","0","0","0","10","0","45","0","0.0","0.84","83","224","183","3.90","0.0","60.5","66.7","54.3","310","300","18.1","31"
"USW00094728","40.77898","-73.96925","42.7","2023-11","4.9","1209","0","6","3","0","0","0","3","0","0","0","27","0","0.0","1.93","67","773","549","2.95","0.0","46.7","53.3","40.1","120","130","17.0","29"
"USW00094728","40.77898","-73.96925","42.7","2023-12","5.1","1209","0","10","8","0","0","0","5","0","0","0","25","0","0.0","2.21","62","1405","631","6.71","0.0","44.6","49.7","39.6","80","170","21.9","36"
"USW00094728","40.77898","-73.96925","42.7","2024-01","6.7","0","0","16","9","8","1","0","13","6","0","0","17","1","1.3","1.73","60","2272","867","5.28","2.3","37.0","42.0","32.1","60","50","25.9","44"
"USW00094728","40.77898","-73.96925","42.7","2024-02","5.8","0","0","8","5","3","2","0","14","0","0","0","23","2","3.2","0.77","62","2994","722","2.05","5.2","40.1","46.2","33.9","280","290","28.0","49"
"USW00094728","40.77898","-73.96925","42.7","2024-03","6.5","0","0","12","7","0","0","0","4","0","2","0","29","0","0.0","3.66","74","3516","522","9.07","0.0","48.1","55.7","40.6","310","290","25.9","53"
"USW00094728","40.77898","-73.96925","42.7","2024-04","5.8","18","18","14","6","0","0","0","0","0","8","0","37","0","0.0","1.55","87","3816","299","3.48","0.0","55.6","63.8","47.4","60","40","33.1","59"
"USW00094728","40.77898","-73.96925","42.7","2024-05","4.0","103","85","13","10","0","0","0","0","0","21","0","47","0","0.0","0.96","84","3903","87","4.11","0.0","65.0","72.5","57.4","60","70","18.1","33"
"USW00094728","40.77898","-73.96925","42.7","2024-06","3.6","405","301","7","5","0","0","0","0","0","30","6","59","0","0.0","0.77","94","3903","0","1.71","0.0","75.0","83.0","67.1","290","290","21.0","46"
"USW00094728","40.77898","-73.96925","42.7","2024-07","3.1","859","454","12","6","0","0","0","0","0","31","9","64","0","0.0","2.06","95","0","0","4.20","0.0","79.6","87.2","72.1","300","200","15.0","29"
"USW00094728","40.77898","-73.96925","42.7","2024-08","3.8","1172","313","12","10","0","0","0","0","0","31","6","57","0","0.0","2.29","95","0","0","7.02","0.0","75.1","82.5","67.7","60","200","16.1","32"
"USW00094728","40.77898","-73.96925","42.7","2024-09","4.5","1297","125","6","4","0","0","0","0","0","24","0","55","0","0.0","0.78","84","10","10","1.58","0.0","68.8","75.7","61.9","60","60","17.0","26"
"USW00094728","40.77898","-73.96925","42.7","2024-10","3.8","1324","27","1","0","0","0","0","0","0","13","0","43","0","0.0","0.01","81","164","154","0.01","0.0","60.9","68.7","53.1","280","280","18.1","35"
"USW00094728","40.77898","-73.96925","42.7","2024-11","5.4","1334","10","7","5","0","0","0","1","0","4","0","30","0","0.0","1.57","80","582","417","3.35","0.0","51.4","58.2","44.7","290","280","21.0","39"
"US1NYRC0016","40.615654","-74.145561","11.3","2022-01",,,,"9","7",,,,,,,,,,,"2.07",,,,"4.05",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2022-02",,,,"9","7",,,,,,,,,,,"0.73",,,,"2.66",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2022-10",,,,"12","10",,,,,,,,,,,"2.34",,,,"7.80",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2022-11",,,,"5","4",,,,,,,,,,,"0.88",,,,"2.61",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2022-12",,,,"8","7",,,,,,,,,,,"1.65",,,,"4.82",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2023-01",,,,"8","6",,,,,,,,,,,"1.70",,,,"4.39",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2023-02",,,,"6","4",,,,,,,,,,,"0.67",,,,"1.44",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2023-03",,,,"10","7",,,,,,,,,,,"1.50",,,,"3.66",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2023-04",,,,"7","5",,,,,,,,,,,"1.99",,,,"5.74",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2023-06",,,,"9","6",,,,,,,,,,,"0.72",,,,"2.64",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2023-07",,,,"13","9",,,,,,,,,,,"2.13",,,,"6.76",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2023-12",,,,"8","8",,,,,,,,,,,"2.73",,,,"8.05",,,,,,,,
"USC00309580","40.7104","-74.0142","12.2","2022-02",,,,"5","5","1","1",,,,,,,"1","1.5","1.50",,,,"2.80","1.5",,,,,,,
"USC00309580","40.7104","-74.0142","12.2","2022-04","5.8",,"16","9","5","0","0","0","0","0","6","1","40","0","0.0","2.35","99",,"252","4.84","0.0","55.6","63.7","47.4",,,,
"USC00309580","40.7104","-74.0142","12.2","2022-05","4.3",,"91","10","7","0","0","0","0","0","21","1","46","0","0.0","2.00","91",,"73","4.81","0.0","65.6","74.0","57.2",,,,
"USC00309580","40.7104","-74.0142","12.2","2022-06",,,,"5","1","0","0",,,,,,,"0","0.0","0.45",,,,"0.64","0.0",,,,,,,
"USC00309580","40.7104","-74.0142","12.2","2022-09","6.0",,"173","9","8","0","0","0","0","0","23","0","52","0","0.0","3.60","87",,"15","8.91","0.0","71.3","78.3","64.4",,,,
"USC00309580","40.7104","-74.0142","12.2","2022-10",,,,"8","7","0","0",,,,,,,"0","0.0","1.85",,,,"4.41","0.0",,,,,,,
"USC00309580","40.7104","-74.0142","12.2","2022-11","4.9",,"12","3","3","0","0","0","1","0","7","0","32","0","0.0","2.20","78",,"345","3.19","0.0","51.7","58.4","45.0",,,,
"USC00309580","40.7104","-74.0142","12.2","2022-12",,,,"11","8","0","0",,,,,,,"0","0.0","1.62",,,,"5.76","0.0",,,,,,,
"USC00309580","40.7104","-74.0142","12.2","2023-01","3.8","0","0",,,,,"0","5","0","0","0","29",,,,"63",,"580",,,"45.0","49.9","40.1",,,,
"USC00309580","40.7104","-74.0142","12.2","2023-02",,"0","0","9","4","0","0","0","12","1","0","0","5","0","0.2","0.64","66",,"635","1.36","0.2","41.4","49.3","33.4",,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2022-01",,,,"13","5",,,,,,,,,,,"1.46",,,,"4.04",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2022-02",,,,"11","9",,,,,,,,,,,"0.74",,,,"3.13",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2022-03",,,,"10","4",,,,,,,,,,,"1.37",,,,"3.19",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2022-04",,,,"11","7",,,,,,,,,,,"2.65",,,,"5.62",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2022-05",,,,"16","8",,,,,,,,,,,"1.31",,,,"5.70",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2022-06",,,,"10","7",,,,,,,,,,,"0.82",,,,"3.72",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2022-07",,,,"7","3",,,,,,,,,,,"0.26",,,,"0.74",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2022-08",,,,"4","2",,,,,,,,,,,"0.21",,,,"0.49",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2022-09",,,,"6","2",,,,,,,,,,,"1.12",,,,"1.46",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2022-11",,,,"9","4",,,,,,,,,,,"1.66",,,,"3.35",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2022-12",,,,"10","7",,,,,,,,,,,"1.96",,,,"5.96",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-01",,,,"13","6",,,,,,,,,,,"1.12",,,,"3.45",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-02",,,,"9","6",,,,,,,,,,,"0.63",,,,"1.79",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-03",,,,"13","6",,,,,,,,,,,"1.55",,,,"4.29",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-04",,,,"8","5",,,,,,,,,,,"3.18",,,,"7.26",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-05",,,,"6","2",,,,,,,,,,,"3.62",,,,"4.82",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-06",,,,"11","5",,,,,,,,,,,"0.64",,,,"1.65",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-09",,,,"14","10",,,,,,,,,,,"3.18",,,,"14.51",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-10",,,,"11","5",,,,,,,,,,,"1.13",,,,"3.28",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-11",,,,"3","2",,"0",,,,,,,,"0.0","1.41",,,,"1.84","0.0",,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-12",,,,"10","8",,,,,,,,,,,"2.85",,,,"8.39",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-01",,,,"13","9",,,,,,,,,,,"3.02",,,,"8.34",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-02",,,,"9","6",,,,,,,,,,,"0.55",,,,"2.14",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-03",,,,"11","9",,,,,,,,,,,"2.73",,,,"10.57",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-05",,,,"13","9",,,,,,,,,,,"0.40",,,,"2.46",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-06",,,,"7","4",,,,,,,,,,,"1.05",,,,"2.67",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-08",,,,"12","9",,,,,,,,,,,"2.76",,,,"6.21",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-09",,,,"3","0",,,,,,,,,,,"0.05",,,,"2.24",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-10",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-11",,,,"8","5",,,,,,,,,,,"1.04",,,,"2.43",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2022-10",,,,"11","8",,,,,,,,,,,"1.25",,,,"4.79",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2022-11",,,,"9","4",,,,,,,,,,,"1.49",,,,"3.26",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2022-12",,,,"9","7",,,,,,,,,,,"2.68",,,,"6.64",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2023-01",,,,"11","8",,,,,,,,,,,"1.86",,,,"5.09",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2023-02",,,,"8","2",,,,,,,,,,,"0.19",,,,"0.47",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2023-03",,,,,,,,,,,,,,,,,,,,"3.49",,,,,,,,
