month_year_line,major_incident_category,major_incident_count,month_year,line,ridership,avg_wind_speed,total_rain,total_snow,avg_max_temp,avg_min_temp,no_of_train_failures,mean_dist_btw_failures,total_num_of_delays
2023-11_6,Signals,2,2023-11,6,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,90,293026.8333333333,3706
2023-11_7,Other,1,2023-11,7,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,90,293026.8333333333,1820
2023-11_7,Subway Car,1,2023-11,7,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,90,293026.8333333333,1820
2023-11_7,Signals,3,2023-11,7,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,90,293026.8333333333,1820
2023-11_D,Subway Car,1,2023-11,D,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,143,230248.83333333334,2084
2023-11_D,Persons on Trackbed/Police/Medical,1,2023-11,D,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,143,230248.83333333334,2084
2023-11_E,Track,1,2023-11,E,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,143,230248.83333333334,2790
2023-11_E,Persons on Trackbed/Police/Medical,4,2023-11,E,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,143,230248.83333333334,2790
2023-11_F,Track,1,2023-11,F,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,143,230248.83333333334,3198
2023-11_L,Subway Car,1,2023-11,L,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,143,230248.83333333334,1065
2023-11_L,Persons on Trackbed/Police/Medical,1,2023-11,L,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,143,230248.83333333334,1065
2023-11_N,Track,2,2023-11,N,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,143,230248.83333333334,3070
2023-11_N,Persons on Trackbed/Police/Medical,1,2023-11,N,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,143,230248.83333333334,3070
2023-11_R,Signals,1,2023-11,R,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,143,230248.83333333334,1641
2023-11_R,Track,1,2023-11,R,98487231,4.868666666666667,2.95,0,53.3,40.03333333333333,143,230248.83333333334,1641
2023-10_1,Subway Car,1,2023-10,1,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,2396
2023-10_1,Persons on Trackbed/Police/Medical,2,2023-10,1,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,2396
2023-10_1,Signals,1,2023-10,1,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,2396
2023-10_2,Subway Car,1,2023-10,2,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,3142
2023-10_2,Persons on Trackbed/Police/Medical,2,2023-10,2,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,3142
2023-10_2,Signals,1,2023-10,2,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,3142
2023-10_2,Stations and Structure,3,2023-10,2,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,3142
2023-10_3,Persons on Trackbed/Police/Medical,3,2023-10,3,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,1568
2023-10_3,Signals,2,2023-10,3,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,1568
2023-10_5,Persons on Trackbed/Police/Medical,2,2023-10,5,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,1760
2023-10_5,Track,1,2023-10,5,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,1760
2023-10_6,Stations and Structure,1,2023-10,6,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,3350
2023-10_6,Persons on Trackbed/Police/Medical,1,2023-10,6,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,3350
2023-10_6,Signals,1,2023-10,6,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,3350
2023-10_6,Subway Car,1,2023-10,6,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,3350
2023-10_7,Stations and Structure,1,2023-10,7,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,2000
2023-10_7,Subway Car,1,2023-10,7,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,2000
2023-10_7,Persons on Trackbed/Police/Medical,1,2023-10,7,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,2000
2023-10_7,Track,1,2023-10,7,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,82,166247.33333333334,2000
2023-10_A,Subway Car,1,2023-10,A,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,3148
2023-10_B,Other,1,2023-10,B,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,964
2023-10_D,Signals,1,2023-10,D,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,1973
2023-10_D,Subway Car,1,2023-10,D,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,1973
2023-10_D,Persons on Trackbed/Police/Medical,1,2023-10,D,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,1973
2023-10_E,Persons on Trackbed/Police/Medical,4,2023-10,E,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,2973
2023-10_F,Signals,1,2023-10,F,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,3339
2023-10_F,Persons on Trackbed/Police/Medical,1,2023-10,F,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,3339
2023-10_G,Other,1,2023-10,G,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,1066
2023-10_JZ,Other,1,2023-10,JZ,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,1215
2023-10_JZ,Stations and Structure,1,2023-10,JZ,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,1215
2023-10_JZ,Persons on Trackbed/Police/Medical,1,2023-10,JZ,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,1215
2023-10_N,Persons on Trackbed/Police/Medical,2,2023-10,N,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,2985
2023-10_R,Signals,1,2023-10,R,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,1603
2023-10_R,Signals,1,2023-10,R,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,1603
2023-10_R,Track,1,2023-10,R,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,1603
2023-10_R,Persons on Trackbed/Police/Medical,1,2023-10,R,104296170,3.824193548387097,3.9,0,66.70967741935483,54.29032258064516,152,289124.5,1603
2023-09_1,Signals,2,2023-09,1,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,2238
2023-09_2,Other,1,2023-09,2,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,2481
2023-09_2,Signals,1,2023-09,2,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,2481
2023-09_2,Other,1,2023-09,2,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,2481
2023-09_3,Persons on Trackbed/Police/Medical,1,2023-09,3,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,1333
2023-09_3,Signals,1,2023-09,3,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,1333
2023-09_4,Persons on Trackbed/Police/Medical,2,2023-09,4,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,1942
2023-09_4,Track,1,2023-09,4,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,1942
2023-09_5,Other,1,2023-09,5,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,1552
2023-09_6,Signals,1,2023-09,6,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,3327
2023-09_6,Persons on Trackbed/Police/Medical,2,2023-09,6,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,3327
2023-09_6,Track,2,2023-09,6,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,3327
2023-09_7,Subway Car,1,2023-09,7,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,1374
2023-09_7,Persons on Trackbed/Police/Medical,2,2023-09,7,95330225,4.637333333333333,14.25,0,75.7,63.10,75,212823.5,1374
2023-09_A,Persons on Trackbed/Police/Medical,2,2023-09,A,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,3592
2023-09_B,Persons on Trackbed/Police/Medical,2,2023-09,B,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,1078
2023-09_B,Track,1,2023-09,B,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,1078
2023-09_C,Persons on Trackbed/Police/Medical,1,2023-09,C,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,2035
2023-09_C,Signals,1,2023-09,C,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,2035
2023-09_D,Stations and Structure,1,2023-09,D,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,2003
2023-09_D,Persons on Trackbed/Police/Medical,1,2023-09,D,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,2003
2023-09_D,Track,1,2023-09,D,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,2003
2023-09_E,Signals,2,2023-09,E,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,3153
2023-09_E,Track,3,2023-09,E,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,3153
2023-09_E,Subway Car,1,2023-09,E,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,3153
2023-09_E,Stations and Structure,1,2023-09,E,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,3153
2023-09_F,Persons on Trackbed/Police/Medical,1,2023-09,F,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,3756
2023-09_M,Subway Car,1,2023-09,M,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,587
2023-09_N,Track,1,2023-09,N,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,3927
2023-09_N,Persons on Trackbed/Police/Medical,4,2023-09,N,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,3927
2023-09_N,Signals,1,2023-09,N,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,3927
2023-09_N,Subway Car,1,2023-09,N,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,3927
2023-09_Q,Track,1,2023-09,Q,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,2181
2023-09_R,Track,2,2023-09,R,95330225,4.637333333333333,14.25,0,75.7,63.10,148,202593.66666666666,1626
2023-08_1,Persons on Trackbed/Police/Medical,1,2023-08,1,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,1951
2023-08_1,Other,1,2023-08,1,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,1951
2023-08_1,Stations and Structure,1,2023-08,1,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,1951
2023-08_2,Persons on Trackbed/Police/Medical,2,2023-08,2,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,1999
2023-08_2,Subway Car,1,2023-08,2,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,1999
2023-08_3,Persons on Trackbed/Police/Medical,1,2023-08,3,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,1018
2023-08_3,Other,1,2023-08,3,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,1018
2023-08_5,Signals,3,2023-08,5,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,1487
2023-08_6,Persons on Trackbed/Police/Medical,1,2023-08,6,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,2797
2023-08_6,Track,1,2023-08,6,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,2797
2023-08_6,Signals,2,2023-08,6,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,2797
2023-08_7,Track,1,2023-08,7,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,1498
2023-08_7,Subway Car,1,2023-08,7,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,1498
2023-08_7,Stations and Structure,1,2023-08,7,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,74,218323.16666666666,1498
2023-08_A,Persons on Trackbed/Police/Medical,1,2023-08,A,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,3237
2023-08_A,Stations and Structure,3,2023-08,A,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,3237
2023-08_A,Signals,1,2023-08,A,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,3237
2023-08_C,Persons on Trackbed/Police/Medical,1,2023-08,C,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,1961
2023-08_D,Signals,2,2023-08,D,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,1468
2023-08_E,Persons on Trackbed/Police/Medical,1,2023-08,E,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,2402
2023-08_F,Signals,1,2023-08,F,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,3095
2023-08_F,Track,1,2023-08,F,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,3095
2023-08_F,Subway Car,1,2023-08,F,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,3095
2023-08_L,Persons on Trackbed/Police/Medical,1,2023-08,L,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,1327
2023-08_N,Stations and Structure,1,2023-08,N,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,3159
2023-08_N,Stations and Structure,1,2023-08,N,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,3159
2023-08_N,Signals,1,2023-08,N,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,3159
2023-08_N,Subway Car,2,2023-08,N,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,3159
2023-08_R,Persons on Trackbed/Police/Medical,2,2023-08,R,93997299,3.7229032258064514,6.5600000000000005,0,81.70967741935483,68.29032258064517,180,136214.83333333334,1414
2023-07_1,Signals,2,2023-07,1,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,1933
2023-07_2,Signals,3,2023-07,2,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,2342
2023-07_2,Persons on Trackbed/Police/Medical,3,2023-07,2,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,2342
2023-07_3,Signals,1,2023-07,3,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,928
2023-07_4,Persons on Trackbed/Police/Medical,2,2023-07,4,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,2037
2023-07_4,Signals,2,2023-07,4,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,2037
2023-07_5,Signals,1,2023-07,5,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,1157
2023-07_6,Signals,1,2023-07,6,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,2542
2023-07_6,Other,1,2023-07,6,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,2542
2023-07_6,Persons on Trackbed/Police/Medical,1,2023-07,6,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,2542
2023-07_6,Subway Car,1,2023-07,6,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,2542
2023-07_7,Signals,1,2023-07,7,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,1959
2023-07_7,Persons on Trackbed/Police/Medical,1,2023-07,7,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,1959
2023-07_7,Track,2,2023-07,7,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,1959
2023-07_7,Stations and Structure,1,2023-07,7,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,1959
2023-07_S 42nd,Subway Car,1,2023-07,S 42nd,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,90,157409.66666666666,
2023-07_A,Signals,1,2023-07,A,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,2767
2023-07_B,Persons on Trackbed/Police/Medical,1,2023-07,B,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,1016
2023-07_D,Persons on Trackbed/Police/Medical,1,2023-07,D,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,1871
2023-07_D,Signals,1,2023-07,D,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,1871
2023-07_D,Track,1,2023-07,D,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,1871
2023-07_D,Stations and Structure,1,2023-07,D,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,1871
2023-07_E,Persons on Trackbed/Police/Medical,1,2023-07,E,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,2775
2023-07_E,Other,1,2023-07,E,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,2775
2023-07_E,Stations and Structure,1,2023-07,E,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,2775
2023-07_E,Track,2,2023-07,E,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,2775
2023-07_E,Stations and Structure,1,2023-07,E,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,2775
2023-07_F,Subway Car,1,2023-07,F,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,2887
2023-07_F,Signals,2,2023-07,F,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,2887
2023-07_F,Stations and Structure,1,2023-07,F,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,2887
2023-07_F,Track,1,2023-07,F,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,2887
2023-07_G,Signals,1,2023-07,G,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,1240
2023-07_L,Subway Car,1,2023-07,L,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,1050
2023-07_M,Persons on Trackbed/Police/Medical,1,2023-07,M,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,985
2023-07_N,Subway Car,2,2023-07,N,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,3649
2023-07_N,Signals,1,2023-07,N,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,3649
2023-07_N,Stations and Structure,1,2023-07,N,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,3649
2023-07_N,Track,2,2023-07,N,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,3649
2023-07_Q,Persons on Trackbed/Police/Medical,1,2023-07,Q,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,2409
2023-07_R,Stations and Structure,1,2023-07,R,90797995,2.5970967741935485,5.34,0,86.35483870967742,71.74193548387096,172,117090.16666666667,1795
2023-06_1,Persons on Trackbed/Police/Medical,3,2023-06,1,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,1692
2023-06_2,Subway Car,1,2023-06,2,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,1740
2023-06_4,Signals,1,2023-06,4,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,1484
2023-06_4,Persons on Trackbed/Police/Medical,1,2023-06,4,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,1484
2023-06_5,Persons on Trackbed/Police/Medical,1,2023-06,5,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,1151
2023-06_5,Signals,1,2023-06,5,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,1151
2023-06_5,Track,1,2023-06,5,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,1151
2023-06_6,Signals,1,2023-06,6,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,2022
2023-06_6,Persons on Trackbed/Police/Medical,1,2023-06,6,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,2022
2023-06_7,Persons on Trackbed/Police/Medical,1,2023-06,7,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,1464
2023-06_7,Signals,1,2023-06,7,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,1464
2023-06_7,Track,1,2023-06,7,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,66,417633.6,1464
2023-06_A,Track,1,2023-06,A,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,2844
2023-06_A,Signals,2,2023-06,A,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,2844
2023-06_A,Subway Car,1,2023-06,A,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,2844
2023-06_A,Track,1,2023-06,A,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,2844
2023-06_B,Track,1,2023-06,B,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,1007
2023-06_B,Other,1,2023-06,B,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,1007
2023-06_B,Signals,1,2023-06,B,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,1007
2023-06_D,Other,1,2023-06,D,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,2176
2023-06_E,Stations and Structure,1,2023-06,E,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,2706
2023-06_E,Signals,1,2023-06,E,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,2706
2023-06_F,Signals,1,2023-06,F,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,2729
2023-06_G,Signals,1,2023-06,G,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,1059
2023-06_L,Track,1,2023-06,L,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,1289
2023-06_L,Track,1,2023-06,L,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,1289
2023-06_L,Persons on Trackbed/Police/Medical,2,2023-06,L,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,1289
2023-06_M,Persons on Trackbed/Police/Medical,2,2023-06,M,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,1161
2023-06_M,Signals,2,2023-06,M,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,1161
2023-06_M,Stations and Structure,1,2023-06,M,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,1161
2023-06_N,Persons on Trackbed/Police/Medical,2,2023-06,N,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,3556
2023-06_N,Signals,1,2023-06,N,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,3556
2023-06_R,Signals,1,2023-06,R,97457013,3.8613333333333335,1.62,0,77.73333333333333,62.266666666666666,161,200518.5,1881
2023-05_1,Persons on Trackbed/Police/Medical,1,2023-05,1,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,2115
2023-05_1,Stations and Structure,1,2023-05,1,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,2115
2023-05_2,Persons on Trackbed/Police/Medical,2,2023-05,2,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,2389
2023-05_2,Track,1,2023-05,2,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,2389
2023-05_3,Persons on Trackbed/Police/Medical,1,2023-05,3,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,1094
2023-05_4,Other,1,2023-05,4,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,1765
2023-05_4,Persons on Trackbed/Police/Medical,2,2023-05,4,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,1765
2023-05_4,Subway Car,1,2023-05,4,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,1765
2023-05_4,Persons on Trackbed/Police/Medical,2,2023-05,4,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,1765
2023-05_5,Persons on Trackbed/Police/Medical,1,2023-05,5,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,1674
2023-05_5,Subway Car,1,2023-05,5,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,1674
2023-05_5,Track,2,2023-05,5,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,1674
2023-05_6,Other,1,2023-05,6,104435152,3.795483870967742,1.28,0,71.77419355,53.58064516129032,90,219479,3089
